ID,Nombre,Tipo,Departamento,Municipio,Dirección,Código Postal,Teléfono
2191,Agencia Antigua Guatemala 2191,Agencia,Sacatepéquez,Antigua Guatemala,Zona 10,13735,+502 6686-7078
2192,Agencia Escuintla 2192,Agencia,Escuintla,Escuintla,Zona 7,52420,+502 4701-9883
2193,Agencia Quetzaltenango 2193,Agencia,Quetzaltenango,Quetzaltenango,Zona 4,60032,+502 6149-5939
2194,Agencia Cobán 2194,Agencia,Alta Verapaz,Cobán,Zona 7,65430,+502 4857-7865
2195,Agencia Flores 2195,Agencia,Petén,Flores,Zona 8,89602,+502 3428-8555
2196,Agencia Chiquimula 2196,Agencia,Chiquimula,Chiquimula,Zona 1,24418,+502 5864-3853
2197,Agencia Jutiapa 2197,Agencia,Jutiapa,Jutiapa,Zona 9,43366,+502 1867-9218
2198,Agencia Jalapa 2198,Agencia,Jalapa,Jalapa,Zona 3,10152,+502 1404-2619
2199,Agencia Huehuetenango 2199,Agencia,Huehuetenango,Huehuetenango,Zona 10,72045,+502 1534-3894
2200,Agencia Guatemala 2200,Agencia,Guatemala,Guatemala,Zona 6,17811,+502 4038-8258
2201,Agencia Antigua Guatemala 2201,Agencia,Sacatepéquez,Antigua Guatemala,Zona 4,30026,+502 3258-5906
2202,Agencia Escuintla 2202,Agencia,Escuintla,Escuintla,Zona 9,93355,+502 7397-9601
2203,Agencia Quetzaltenango 2203,Agencia,Quetzaltenango,Quetzaltenango,Zona 6,42102,+502 4362-6273
2204,Agencia Cobán 2204,Agencia,Alta Verapaz,Cobán,Zona 1,50342,+502 7918-4519
2205,Agencia Flores 2205,Agencia,Petén,Flores,Zona 6,97239,+502 2580-4549
2206,Agencia Chiquimula 2206,Agencia,Chiquimula,Chiquimula,Zona 10,91500,+502 9610-3738
2207,Agencia Jutiapa 2207,Agencia,Jutiapa,Jutiapa,Zona 1,38054,+502 2746-4592
2208,Agencia Jalapa 2208,Agencia,Jalapa,Jalapa,Zona 3,35248,+502 3419-3055
2209,Agencia Huehuetenango 2209,Agencia,Huehuetenango,Huehuetenango,Zona 7,55089,+502 6682-3279
2210,Agencia Guatemala 2210,Agencia,Guatemala,Guatemala,Zona 1,44493,+502 4071-6422
2211,Agencia Antigua Guatemala 2211,Agencia,Sacatepéquez,Antigua Guatemala,Zona 2,27346,+502 6402-3846
2212,Agencia Escuintla 2212,Agencia,Escuintla,Escuintla,Zona 2,47495,+502 6361-4174
2213,Agencia Quetzaltenango 2213,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,85613,+502 9939-6392
2214,Agencia Cobán 2214,Agencia,Alta Verapaz,Cobán,Zona 3,31029,+502 9293-8459
2215,Agencia Flores 2215,Agencia,Petén,Flores,Zona 6,68284,+502 3020-4528
2216,Agencia Chiquimula 2216,Agencia,Chiquimula,Chiquimula,Zona 3,35015,+502 6816-9744
2217,Agencia Jutiapa 2217,Agencia,Jutiapa,Jutiapa,Zona 9,36484,+502 1731-1971
2218,Agencia Jalapa 2218,Agencia,Jalapa,Jalapa,Zona 4,14254,+502 9692-8219
2219,Agencia Huehuetenango 2219,Agencia,Huehuetenango,Huehuetenango,Zona 10,33373,+502 6470-7926
2220,Agencia Guatemala 2220,Agencia,Guatemala,Guatemala,Zona 9,72654,+502 2553-5393
2221,Agencia Antigua Guatemala 2221,Agencia,Sacatepéquez,Antigua Guatemala,Zona 1,84800,+502 4405-6077
2222,Agencia Escuintla 2222,Agencia,Escuintla,Escuintla,Zona 4,53298,+502 7006-7258
2223,Agencia Quetzaltenango 2223,Agencia,Quetzaltenango,Quetzaltenango,Zona 10,64094,+502 2422-2740
2224,Agencia Cobán 2224,Agencia,Alta Verapaz,Cobán,Zona 4,43295,+502 1935-2220
2225,Agencia Flores 2225,Agencia,Petén,Flores,Zona 2,57391,+502 6857-7006
2226,Agencia Chiquimula 2226,Agencia,Chiquimula,Chiquimula,Zona 10,15226,+502 3933-9768
2227,Agencia Jutiapa 2227,Agencia,Jutiapa,Jutiapa,Zona 7,53575,+502 8751-2093
2228,Agencia Jalapa 2228,Agencia,Jalapa,Jalapa,Zona 10,86837,+502 8122-1034
2229,Agencia Huehuetenango 2229,Agencia,Huehuetenango,Huehuetenango,Zona 4,25139,+502 8616-5256
2230,Agencia Guatemala 2230,Agencia,Guatemala,Guatemala,Zona 4,69434,+502 4385-3904
2231,Agencia Antigua Guatemala 2231,Agencia,Sacatepéquez,Antigua Guatemala,Zona 2,10440,+502 2597-4017
2232,Agencia Escuintla 2232,Agencia,Escuintla,Escuintla,Zona 7,98880,+502 7621-6962
2233,Agencia Quetzaltenango 2233,Agencia,Quetzaltenango,Quetzaltenango,Zona 8,41046,+502 1632-5984
2234,Agencia Cobán 2234,Agencia,Alta Verapaz,Cobán,Zona 3,18214,+502 6071-4671
2235,Agencia Flores 2235,Agencia,Petén,Flores,Zona 4,65879,+502 3558-3955
2236,Agencia Chiquimula 2236,Agencia,Chiquimula,Chiquimula,Zona 4,29261,+502 9619-2155
2237,Agencia Jutiapa 2237,Agencia,Jutiapa,Jutiapa,Zona 10,81166,+502 8102-6799
2238,Agencia Jalapa 2238,Agencia,Jalapa,Jalapa,Zona 4,89051,+502 1167-3544
2239,Agencia Huehuetenango 2239,Agencia,Huehuetenango,Huehuetenango,Zona 10,14949,+502 7059-5221
2240,Agencia Guatemala 2240,Agencia,Guatemala,Guatemala,Zona 6,71094,+502 1743-2158
2241,Agencia Antigua Guatemala 2241,Agencia,Sacatepéquez,Antigua Guatemala,Zona 1,92253,+502 8416-1926
2242,Agencia Escuintla 2242,Agencia,Escuintla,Escuintla,Zona 10,52408,+502 8076-1495
2243,Agencia Quetzaltenango 2243,Agencia,Quetzaltenango,Quetzaltenango,Zona 8,67553,+502 4853-1874
2244,Agencia Cobán 2244,Agencia,Alta Verapaz,Cobán,Zona 1,64348,+502 5304-6432
2245,Agencia Flores 2245,Agencia,Petén,Flores,Zona 7,27003,+502 7171-7086
2246,Agencia Chiquimula 2246,Agencia,Chiquimula,Chiquimula,Zona 8,81442,+502 4341-7443
2247,Agencia Jutiapa 2247,Agencia,Jutiapa,Jutiapa,Zona 2,85946,+502 1445-1592
2248,Agencia Jalapa 2248,Agencia,Jalapa,Jalapa,Zona 3,44472,+502 6028-3841
2249,Agencia Huehuetenango 2249,Agencia,Huehuetenango,Huehuetenango,Zona 5,21911,+502 2608-4667
2250,Agencia Guatemala 2250,Agencia,Guatemala,Guatemala,Zona 8,80721,+502 6942-1119
2251,Agencia Antigua Guatemala 2251,Agencia,Sacatepéquez,Antigua Guatemala,Zona 1,85000,+502 5358-6692
2252,Agencia Escuintla 2252,Agencia,Escuintla,Escuintla,Zona 6,88340,+502 7869-1455
2253,Agencia Quetzaltenango 2253,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,45028,+502 4863-9327
2254,Agencia Cobán 2254,Agencia,Alta Verapaz,Cobán,Zona 4,40950,+502 4050-9102
2255,Agencia Flores 2255,Agencia,Petén,Flores,Zona 7,15088,+502 2671-7743
2256,Agencia Chiquimula 2256,Agencia,Chiquimula,Chiquimula,Zona 2,41078,+502 7276-9982
2257,Agencia Jutiapa 2257,Agencia,Jutiapa,Jutiapa,Zona 8,26338,+502 1642-7670
2258,Agencia Jalapa 2258,Agencia,Jalapa,Jalapa,Zona 7,98172,+502 2435-8503
2259,Agencia Huehuetenango 2259,Agencia,Huehuetenango,Huehuetenango,Zona 10,40790,+502 1648-9090
2260,Agencia Guatemala 2260,Agencia,Guatemala,Guatemala,Zona 5,38043,+502 2134-4629
2261,Agencia Antigua Guatemala 2261,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,41414,+502 5138-1260
2262,Agencia Escuintla 2262,Agencia,Escuintla,Escuintla,Zona 3,65850,+502 8185-3866
2263,Agencia Quetzaltenango 2263,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,49766,+502 3685-1329
2264,Agencia Cobán 2264,Agencia,Alta Verapaz,Cobán,Zona 5,40705,+502 9068-8680
2265,Agencia Flores 2265,Agencia,Petén,Flores,Zona 2,41333,+502 1401-8318
2266,Agencia Chiquimula 2266,Agencia,Chiquimula,Chiquimula,Zona 8,13681,+502 9306-9553
2267,Agencia Jutiapa 2267,Agencia,Jutiapa,Jutiapa,Zona 7,43644,+502 3996-9309
2268,Agencia Jalapa 2268,Agencia,Jalapa,Jalapa,Zona 10,97651,+502 6927-7203
2269,Agencia Huehuetenango 2269,Agencia,Huehuetenango,Huehuetenango,Zona 4,31619,+502 1043-5259
2270,Agencia Guatemala 2270,Agencia,Guatemala,Guatemala,Zona 5,17467,+502 4018-5250
2271,Agencia Antigua Guatemala 2271,Agencia,Sacatepéquez,Antigua Guatemala,Zona 9,36028,+502 9217-5011
2272,Agencia Escuintla 2272,Agencia,Escuintla,Escuintla,Zona 2,13136,+502 7096-4931
2273,Agencia Quetzaltenango 2273,Agencia,Quetzaltenango,Quetzaltenango,Zona 10,29367,+502 1154-7553
2274,Agencia Cobán 2274,Agencia,Alta Verapaz,Cobán,Zona 2,98330,+502 4166-1870
2275,Agencia Flores 2275,Agencia,Petén,Flores,Zona 8,16245,+502 5514-9452
2276,Agencia Chiquimula 2276,Agencia,Chiquimula,Chiquimula,Zona 10,51359,+502 5530-1188
2277,Agencia Jutiapa 2277,Agencia,Jutiapa,Jutiapa,Zona 5,25393,+502 1335-7791
2278,Agencia Jalapa 2278,Agencia,Jalapa,Jalapa,Zona 3,48602,+502 1514-4058
2279,Agencia Huehuetenango 2279,Agencia,Huehuetenango,Huehuetenango,Zona 8,88519,+502 6765-5313
2280,Agencia Guatemala 2280,Agencia,Guatemala,Guatemala,Zona 10,49878,+502 7973-6783
2281,Agencia Antigua Guatemala 2281,Agencia,Sacatepéquez,Antigua Guatemala,Zona 10,46945,+502 3907-5480
2282,Agencia Escuintla 2282,Agencia,Escuintla,Escuintla,Zona 9,14853,+502 8420-5344
2283,Agencia Quetzaltenango 2283,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,50464,+502 8849-9345
2284,Agencia Cobán 2284,Agencia,Alta Verapaz,Cobán,Zona 4,22212,+502 5415-3283
2285,Agencia Flores 2285,Agencia,Petén,Flores,Zona 1,37182,+502 2846-4061
2286,Agencia Chiquimula 2286,Agencia,Chiquimula,Chiquimula,Zona 4,93614,+502 3590-2146
2287,Agencia Jutiapa 2287,Agencia,Jutiapa,Jutiapa,Zona 6,24502,+502 3428-8322
2288,Agencia Jalapa 2288,Agencia,Jalapa,Jalapa,Zona 8,23653,+502 7034-4484
2289,Agencia Huehuetenango 2289,Agencia,Huehuetenango,Huehuetenango,Zona 4,43403,+502 7580-2308
2290,Agencia Guatemala 2290,Agencia,Guatemala,Guatemala,Zona 10,82056,+502 8695-2799
2291,Agencia Antigua Guatemala 2291,Agencia,Sacatepéquez,Antigua Guatemala,Zona 1,97813,+502 9355-1595
2292,Agencia Escuintla 2292,Agencia,Escuintla,Escuintla,Zona 2,61337,+502 9598-3102
2293,Agencia Quetzaltenango 2293,Agencia,Quetzaltenango,Quetzaltenango,Zona 2,78237,+502 6578-8111
2294,Agencia Cobán 2294,Agencia,Alta Verapaz,Cobán,Zona 3,90436,+502 5357-7623
2295,Agencia Flores 2295,Agencia,Petén,Flores,Zona 9,17976,+502 7992-6916
2296,Agencia Chiquimula 2296,Agencia,Chiquimula,Chiquimula,Zona 9,90980,+502 4486-7024
2297,Agencia Jutiapa 2297,Agencia,Jutiapa,Jutiapa,Zona 7,60586,+502 4683-5908
2298,Agencia Jalapa 2298,Agencia,Jalapa,Jalapa,Zona 1,19808,+502 5885-7506
2299,Agencia Huehuetenango 2299,Agencia,Huehuetenango,Huehuetenango,Zona 9,36444,+502 5070-9685
2300,Agencia Guatemala 2300,Agencia,Guatemala,Guatemala,Zona 5,84803,+502 6011-5392
2301,Agencia Antigua Guatemala 2301,Agencia,Sacatepéquez,Antigua Guatemala,Zona 10,40773,+502 1158-3148
2302,Agencia Escuintla 2302,Agencia,Escuintla,Escuintla,Zona 7,48761,+502 8373-9842
2303,Agencia Quetzaltenango 2303,Agencia,Quetzaltenango,Quetzaltenango,Zona 10,71614,+502 4257-7180
2304,Agencia Cobán 2304,Agencia,Alta Verapaz,Cobán,Zona 10,27927,+502 1309-4855
2305,Agencia Flores 2305,Agencia,Petén,Flores,Zona 8,37796,+502 3741-4430
2306,Agencia Chiquimula 2306,Agencia,Chiquimula,Chiquimula,Zona 8,60960,+502 7542-6469
2307,Agencia Jutiapa 2307,Agencia,Jutiapa,Jutiapa,Zona 9,95582,+502 7632-5217
2308,Agencia Jalapa 2308,Agencia,Jalapa,Jalapa,Zona 6,86441,+502 8503-9711
2309,Agencia Huehuetenango 2309,Agencia,Huehuetenango,Huehuetenango,Zona 2,29511,+502 8296-9332
2310,Agencia Guatemala 2310,Agencia,Guatemala,Guatemala,Zona 1,76540,+502 1527-9882
2311,Agencia Antigua Guatemala 2311,Agencia,Sacatepéquez,Antigua Guatemala,Zona 4,91697,+502 1632-5342
2312,Agencia Escuintla 2312,Agencia,Escuintla,Escuintla,Zona 8,89109,+502 3687-1041
2313,Agencia Quetzaltenango 2313,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,16766,+502 3224-5620
2314,Agencia Cobán 2314,Agencia,Alta Verapaz,Cobán,Zona 3,77173,+502 8888-3416
2315,Agencia Flores 2315,Agencia,Petén,Flores,Zona 8,20861,+502 1078-5160
2316,Agencia Chiquimula 2316,Agencia,Chiquimula,Chiquimula,Zona 2,94796,+502 8239-4803
2317,Agencia Jutiapa 2317,Agencia,Jutiapa,Jutiapa,Zona 3,97748,+502 4124-5975
2318,Agencia Jalapa 2318,Agencia,Jalapa,Jalapa,Zona 3,82760,+502 8695-9195
2319,Agencia Huehuetenango 2319,Agencia,Huehuetenango,Huehuetenango,Zona 1,47184,+502 2810-2334
2320,Agencia Guatemala 2320,Agencia,Guatemala,Guatemala,Zona 6,31497,+502 9451-3628
2321,Agencia Antigua Guatemala 2321,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,95117,+502 7155-7292
2322,Agencia Escuintla 2322,Agencia,Escuintla,Escuintla,Zona 3,84669,+502 2320-5721
2323,Agencia Quetzaltenango 2323,Agencia,Quetzaltenango,Quetzaltenango,Zona 9,46434,+502 2153-7576
2324,Agencia Cobán 2324,Agencia,Alta Verapaz,Cobán,Zona 10,76394,+502 9320-9057
2325,Agencia Flores 2325,Agencia,Petén,Flores,Zona 10,76102,+502 6078-9843
2326,Agencia Chiquimula 2326,Agencia,Chiquimula,Chiquimula,Zona 9,21468,+502 7916-1440
2327,Agencia Jutiapa 2327,Agencia,Jutiapa,Jutiapa,Zona 2,14182,+502 7308-9500
2328,Agencia Jalapa 2328,Agencia,Jalapa,Jalapa,Zona 6,98870,+502 4254-7803
2329,Agencia Huehuetenango 2329,Agencia,Huehuetenango,Huehuetenango,Zona 9,76094,+502 6601-2402
2330,Agencia Guatemala 2330,Agencia,Guatemala,Guatemala,Zona 6,53012,+502 2508-6630
2331,Agencia Antigua Guatemala 2331,Agencia,Sacatepéquez,Antigua Guatemala,Zona 9,86391,+502 8947-2162
2332,Agencia Escuintla 2332,Agencia,Escuintla,Escuintla,Zona 4,36503,+502 2859-3053
2333,Agencia Quetzaltenango 2333,Agencia,Quetzaltenango,Quetzaltenango,Zona 1,43024,+502 3711-8161
2334,Agencia Cobán 2334,Agencia,Alta Verapaz,Cobán,Zona 5,15847,+502 4112-5980
2335,Agencia Flores 2335,Agencia,Petén,Flores,Zona 5,56205,+502 5573-4692
2336,Agencia Chiquimula 2336,Agencia,Chiquimula,Chiquimula,Zona 4,20019,+502 6008-2044
2337,Agencia Jutiapa 2337,Agencia,Jutiapa,Jutiapa,Zona 8,93890,+502 2094-7034
2338,Agencia Jalapa 2338,Agencia,Jalapa,Jalapa,Zona 6,78647,+502 3599-2252
2339,Agencia Huehuetenango 2339,Agencia,Huehuetenango,Huehuetenango,Zona 7,59185,+502 3824-1039
2340,Agencia Guatemala 2340,Agencia,Guatemala,Guatemala,Zona 8,53223,+502 3830-7300
2341,Agencia Antigua Guatemala 2341,Agencia,Sacatepéquez,Antigua Guatemala,Zona 4,75324,+502 8419-6251
2342,Agencia Escuintla 2342,Agencia,Escuintla,Escuintla,Zona 4,24080,+502 6267-2687
2343,Agencia Quetzaltenango 2343,Agencia,Quetzaltenango,Quetzaltenango,Zona 2,36641,+502 2409-6478
2344,Agencia Cobán 2344,Agencia,Alta Verapaz,Cobán,Zona 7,14276,+502 4667-9101
2345,Agencia Flores 2345,Agencia,Petén,Flores,Zona 4,29506,+502 4164-3150
2346,Agencia Chiquimula 2346,Agencia,Chiquimula,Chiquimula,Zona 6,87279,+502 1569-4505
2347,Agencia Jutiapa 2347,Agencia,Jutiapa,Jutiapa,Zona 9,15810,+502 1628-7823
2348,Agencia Jalapa 2348,Agencia,Jalapa,Jalapa,Zona 6,21086,+502 5528-5407
2349,Agencia Huehuetenango 2349,Agencia,Huehuetenango,Huehuetenango,Zona 8,42903,+502 2992-5210
2350,Agencia Guatemala 2350,Agencia,Guatemala,Guatemala,Zona 6,87954,+502 4030-9539
2351,Agencia Antigua Guatemala 2351,Agencia,Sacatepéquez,Antigua Guatemala,Zona 9,75908,+502 1547-7187
2352,Agencia Escuintla 2352,Agencia,Escuintla,Escuintla,Zona 1,42742,+502 2698-6328
2353,Agencia Quetzaltenango 2353,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,54909,+502 1679-6308
2354,Agencia Cobán 2354,Agencia,Alta Verapaz,Cobán,Zona 7,96350,+502 6598-8544
2355,Agencia Flores 2355,Agencia,Petén,Flores,Zona 8,19293,+502 9953-9676
2356,Agencia Chiquimula 2356,Agencia,Chiquimula,Chiquimula,Zona 9,38731,+502 9048-1696
2357,Agencia Jutiapa 2357,Agencia,Jutiapa,Jutiapa,Zona 10,38522,+502 8637-2065
2358,Agencia Jalapa 2358,Agencia,Jalapa,Jalapa,Zona 8,95575,+502 6656-7046
2359,Agencia Huehuetenango 2359,Agencia,Huehuetenango,Huehuetenango,Zona 10,86664,+502 6611-8512
2360,Agencia Guatemala 2360,Agencia,Guatemala,Guatemala,Zona 4,50834,+502 2458-6270
2361,Agencia Antigua Guatemala 2361,Agencia,Sacatepéquez,Antigua Guatemala,Zona 10,78187,+502 7019-5269
2362,Agencia Escuintla 2362,Agencia,Escuintla,Escuintla,Zona 8,24358,+502 2308-6667
2363,Agencia Quetzaltenango 2363,Agencia,Quetzaltenango,Quetzaltenango,Zona 7,81540,+502 8861-6130
2364,Agencia Cobán 2364,Agencia,Alta Verapaz,Cobán,Zona 5,93392,+502 9395-8648
2365,Agencia Flores 2365,Agencia,Petén,Flores,Zona 2,99217,+502 5857-3949
2366,Agencia Chiquimula 2366,Agencia,Chiquimula,Chiquimula,Zona 2,22046,+502 6007-2155
2367,Agencia Jutiapa 2367,Agencia,Jutiapa,Jutiapa,Zona 9,67860,+502 8160-1984
2368,Agencia Jalapa 2368,Agencia,Jalapa,Jalapa,Zona 4,36862,+502 2853-5414
2369,Agencia Huehuetenango 2369,Agencia,Huehuetenango,Huehuetenango,Zona 6,54886,+502 5320-2812
2370,Agencia Guatemala 2370,Agencia,Guatemala,Guatemala,Zona 2,29888,+502 6068-2442
2371,Agencia Antigua Guatemala 2371,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,10170,+502 4700-9367
2372,Agencia Escuintla 2372,Agencia,Escuintla,Escuintla,Zona 4,22139,+502 3185-9734
2373,Agencia Quetzaltenango 2373,Agencia,Quetzaltenango,Quetzaltenango,Zona 1,21316,+502 2314-9657
2374,Agencia Cobán 2374,Agencia,Alta Verapaz,Cobán,Zona 5,58185,+502 5259-8661
2375,Agencia Flores 2375,Agencia,Petén,Flores,Zona 9,69334,+502 6834-4027
2376,Agencia Chiquimula 2376,Agencia,Chiquimula,Chiquimula,Zona 1,20040,+502 7821-4434
2377,Agencia Jutiapa 2377,Agencia,Jutiapa,Jutiapa,Zona 4,37619,+502 1180-4576
2378,Agencia Jalapa 2378,Agencia,Jalapa,Jalapa,Zona 9,18550,+502 3753-3773
2379,Agencia Huehuetenango 2379,Agencia,Huehuetenango,Huehuetenango,Zona 7,89738,+502 2668-2703
2380,Agencia Guatemala 2380,Agencia,Guatemala,Guatemala,Zona 3,36445,+502 2438-6430
2381,Agencia Antigua Guatemala 2381,Agencia,Sacatepéquez,Antigua Guatemala,Zona 3,74114,+502 1465-5814
2382,Agencia Escuintla 2382,Agencia,Escuintla,Escuintla,Zona 8,78210,+502 3037-5010
2383,Agencia Quetzaltenango 2383,Agencia,Quetzaltenango,Quetzaltenango,Zona 7,72659,+502 7783-4591
2384,Agencia Cobán 2384,Agencia,Alta Verapaz,Cobán,Zona 2,26402,+502 4886-4652
2385,Agencia Flores 2385,Agencia,Petén,Flores,Zona 9,68087,+502 6156-8238
2386,Agencia Chiquimula 2386,Agencia,Chiquimula,Chiquimula,Zona 1,79559,+502 1965-8452
2387,Agencia Jutiapa 2387,Agencia,Jutiapa,Jutiapa,Zona 9,78179,+502 5997-9811
2388,Agencia Jalapa 2388,Agencia,Jalapa,Jalapa,Zona 6,70062,+502 5049-4621
2389,Agencia Huehuetenango 2389,Agencia,Huehuetenango,Huehuetenango,Zona 8,80548,+502 7115-8976
2390,Agencia Guatemala 2390,Agencia,Guatemala,Guatemala,Zona 4,30853,+502 1004-3146
2391,Agencia Antigua Guatemala 2391,Agencia,Sacatepéquez,Antigua Guatemala,Zona 10,20771,+502 5453-9736
2392,Agencia Escuintla 2392,Agencia,Escuintla,Escuintla,Zona 1,40064,+502 1137-6953
2393,Agencia Quetzaltenango 2393,Agencia,Quetzaltenango,Quetzaltenango,Zona 8,14423,+502 4755-5414
2394,Agencia Cobán 2394,Agencia,Alta Verapaz,Cobán,Zona 5,45982,+502 5734-8724
2395,Agencia Flores 2395,Agencia,Petén,Flores,Zona 3,94026,+502 7871-5984
2396,Agencia Chiquimula 2396,Agencia,Chiquimula,Chiquimula,Zona 5,61749,+502 9240-2928
2397,Agencia Jutiapa 2397,Agencia,Jutiapa,Jutiapa,Zona 8,76978,+502 4528-6027
2398,Agencia Jalapa 2398,Agencia,Jalapa,Jalapa,Zona 7,11549,+502 5748-6175
2399,Agencia Huehuetenango 2399,Agencia,Huehuetenango,Huehuetenango,Zona 4,96818,+502 2422-1102
2400,Agencia Guatemala 2400,Agencia,Guatemala,Guatemala,Zona 2,80675,+502 3347-7327
2401,Agencia Antigua Guatemala 2401,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,22128,+502 4256-9652
2402,Agencia Escuintla 2402,Agencia,Escuintla,Escuintla,Zona 8,23537,+502 3862-5817
2403,Agencia Quetzaltenango 2403,Agencia,Quetzaltenango,Quetzaltenango,Zona 1,87363,+502 4193-5621
2404,Agencia Cobán 2404,Agencia,Alta Verapaz,Cobán,Zona 4,89751,+502 9231-6480
2405,Agencia Flores 2405,Agencia,Petén,Flores,Zona 9,27816,+502 5811-5307
2406,Agencia Chiquimula 2406,Agencia,Chiquimula,Chiquimula,Zona 10,46942,+502 5394-8591
2407,Agencia Jutiapa 2407,Agencia,Jutiapa,Jutiapa,Zona 9,98865,+502 6803-8973
2408,Agencia Jalapa 2408,Agencia,Jalapa,Jalapa,Zona 6,39541,+502 5178-8732
2409,Agencia Huehuetenango 2409,Agencia,Huehuetenango,Huehuetenango,Zona 4,93526,+502 8525-8986
2410,Agencia Guatemala 2410,Agencia,Guatemala,Guatemala,Zona 2,90919,+502 4319-6143
2411,Agencia Antigua Guatemala 2411,Agencia,Sacatepéquez,Antigua Guatemala,Zona 1,48232,+502 8421-5884
2412,Agencia Escuintla 2412,Agencia,Escuintla,Escuintla,Zona 2,26268,+502 2359-1960
2413,Agencia Quetzaltenango 2413,Agencia,Quetzaltenango,Quetzaltenango,Zona 7,47734,+502 7083-5905
2414,Agencia Cobán 2414,Agencia,Alta Verapaz,Cobán,Zona 5,22472,+502 1891-6179
2415,Agencia Flores 2415,Agencia,Petén,Flores,Zona 1,41941,+502 8518-3680
2416,Agencia Chiquimula 2416,Agencia,Chiquimula,Chiquimula,Zona 4,81322,+502 3521-9441
2417,Agencia Jutiapa 2417,Agencia,Jutiapa,Jutiapa,Zona 9,32429,+502 9955-2130
2418,Agencia Jalapa 2418,Agencia,Jalapa,Jalapa,Zona 9,30454,+502 1999-3013
2419,Agencia Huehuetenango 2419,Agencia,Huehuetenango,Huehuetenango,Zona 1,36880,+502 2881-7689
2420,Agencia Guatemala 2420,Agencia,Guatemala,Guatemala,Zona 6,88448,+502 8324-6032
2421,Agencia Antigua Guatemala 2421,Agencia,Sacatepéquez,Antigua Guatemala,Zona 10,37584,+502 7380-8227
2422,Agencia Escuintla 2422,Agencia,Escuintla,Escuintla,Zona 1,65529,+502 3969-5697
2423,Agencia Quetzaltenango 2423,Agencia,Quetzaltenango,Quetzaltenango,Zona 3,10104,+502 5467-6364
2424,Agencia Cobán 2424,Agencia,Alta Verapaz,Cobán,Zona 1,92247,+502 8331-8446
2425,Agencia Flores 2425,Agencia,Petén,Flores,Zona 9,15462,+502 6852-1378
2426,Agencia Chiquimula 2426,Agencia,Chiquimula,Chiquimula,Zona 5,65420,+502 5445-2123
2427,Agencia Jutiapa 2427,Agencia,Jutiapa,Jutiapa,Zona 4,81485,+502 1990-7982
2428,Agencia Jalapa 2428,Agencia,Jalapa,Jalapa,Zona 9,35218,+502 3589-3237
2429,Agencia Huehuetenango 2429,Agencia,Huehuetenango,Huehuetenango,Zona 9,56524,+502 8539-2872
2430,Agencia Guatemala 2430,Agencia,Guatemala,Guatemala,Zona 10,29575,+502 5819-2631
2431,Agencia Antigua Guatemala 2431,Agencia,Sacatepéquez,Antigua Guatemala,Zona 7,18847,+502 9712-8145
2432,Agencia Escuintla 2432,Agencia,Escuintla,Escuintla,Zona 1,31117,+502 1078-6004
2433,Agencia Quetzaltenango 2433,Agencia,Quetzaltenango,Quetzaltenango,Zona 7,20276,+502 3668-9213
2434,Agencia Cobán 2434,Agencia,Alta Verapaz,Cobán,Zona 10,29199,+502 5617-6064
2435,Agencia Flores 2435,Agencia,Petén,Flores,Zona 10,23941,+502 3910-5206
2436,Agencia Chiquimula 2436,Agencia,Chiquimula,Chiquimula,Zona 3,53199,+502 5783-7824
2437,Agencia Jutiapa 2437,Agencia,Jutiapa,Jutiapa,Zona 9,72638,+502 8781-4761
2438,Agencia Jalapa 2438,Agencia,Jalapa,Jalapa,Zona 2,59319,+502 9164-3284
2439,Agencia Huehuetenango 2439,Agencia,Huehuetenango,Huehuetenango,Zona 8,86835,+502 8497-7336
2440,Agencia Guatemala 2440,Agencia,Guatemala,Guatemala,Zona 4,58959,+502 8622-4673
2441,Agencia Antigua Guatemala 2441,Agencia,Sacatepéquez,Antigua Guatemala,Zona 8,43241,+502 3038-7103
2442,Agencia Escuintla 2442,Agencia,Escuintla,Escuintla,Zona 2,33313,+502 9584-5136
2443,Agencia Quetzaltenango 2443,Agencia,Quetzaltenango,Quetzaltenango,Zona 6,28062,+502 1398-2857
2444,Agencia Cobán 2444,Agencia,Alta Verapaz,Cobán,Zona 10,70178,+502 9971-8383
2445,Agencia Flores 2445,Agencia,Petén,Flores,Zona 7,23050,+502 1524-4815
2446,Agencia Chiquimula 2446,Agencia,Chiquimula,Chiquimula,Zona 8,70616,+502 1236-4087
2447,Agencia Jutiapa 2447,Agencia,Jutiapa,Jutiapa,Zona 4,32413,+502 5202-6259
2448,Agencia Jalapa 2448,Agencia,Jalapa,Jalapa,Zona 4,96144,+502 9377-7640
2449,Agencia Huehuetenango 2449,Agencia,Huehuetenango,Huehuetenango,Zona 4,85403,+502 3990-3100
